code,image_path,group_key,split,name_norm,material_norm,fragm_norm
КБ-2014-Р2-0576,cu_data/dataset/КБ-2014-Р2-0576_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0596,cu_data/dataset/КБ-2014-Р2-0596_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0597,cu_data/dataset/КБ-2014-Р2-0597_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0603,cu_data/dataset/КБ-2014-Р2-0603_orig.jpg,КБ-2014-Р2,train,изразец,керамика,целый
КБ-2014-Р2-0605,cu_data/dataset/КБ-2014-Р2-0605_orig.jpg,КБ-2014-Р2,train,крышка,керамика,фрагмент
КБ-2014-Р2-0607,cu_data/dataset/КБ-2014-Р2-0607_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,целый
КБ-2014-Р2-0612,cu_data/dataset/КБ-2014-Р2-0612_orig.jpg,КБ-2014-Р2,train,крышка,керамика,целый
КБ-2014-Р2-0616,cu_data/dataset/КБ-2014-Р2-0616_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0632,cu_data/dataset/КБ-2014-Р2-0632_orig.jpg,КБ-2014-Р2,train,изразец,керамика,целый
КБ-2014-Р2-0638,cu_data/dataset/КБ-2014-Р2-0638_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0643,cu_data/dataset/КБ-2014-Р2-0643_orig.jpg,КБ-2014-Р2,train,крышка,стекло,фрагмент
КБ-2014-Р2-0646,cu_data/dataset/КБ-2014-Р2-0646_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0651,cu_data/dataset/КБ-2014-Р2-0651_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0656,cu_data/dataset/КБ-2014-Р2-0656_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0668,cu_data/dataset/КБ-2014-Р2-0668_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0701,cu_data/dataset/КБ-2014-Р2-0701_orig.jpg,КБ-2014-Р2,train,изразец,керамика,фрагмент
КБ-2014-Р2-0708,cu_data/dataset/КБ-2014-Р2-0708_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0712,cu_data/dataset/КБ-2014-Р2-0712_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0717,cu_data/dataset/КБ-2014-Р2-0717_orig.jpg,КБ-2014-Р2,train,крышка,керамика,фрагмент
КБ-2014-Р2-0755,cu_data/dataset/КБ-2014-Р2-0755_orig.jpg,КБ-2014-Р2,train,изразец,керамика,фрагмент
КБ-2014-Р2-0773,cu_data/dataset/КБ-2014-Р2-0773_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,целый
КБ-2014-Р2-0780,cu_data/dataset/КБ-2014-Р2-0780_orig.jpg,КБ-2014-Р2,train,крышка,керамика,фрагмент
КБ-2014-Р2-0782,cu_data/dataset/КБ-2014-Р2-0782_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,фрагмент
КБ-2014-Р2-0791,cu_data/dataset/КБ-2014-Р2-0791_orig.jpg,КБ-2014-Р2,train,тарелка,керамика,целый
КБ-2014-Р3-0022,cu_data/dataset/КБ-2014-Р3-0022_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0049,cu_data/dataset/КБ-2014-Р3-0049_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0060,cu_data/dataset/КБ-2014-Р3-0060_orig.jpg,КБ-2014-Р3,test,изразец,керамика,фрагмент
КБ-2014-Р3-0064,cu_data/dataset/КБ-2014-Р3-0064_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0070,cu_data/dataset/КБ-2014-Р3-0070_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0073,cu_data/dataset/КБ-2014-Р3-0073_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0086,cu_data/dataset/КБ-2014-Р3-0086_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0105,cu_data/dataset/КБ-2014-Р3-0105_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0114,cu_data/dataset/КБ-2014-Р3-0114_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0115,cu_data/dataset/КБ-2014-Р3-0115_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0116,cu_data/dataset/КБ-2014-Р3-0116_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0138,cu_data/dataset/КБ-2014-Р3-0138_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0141,cu_data/dataset/КБ-2014-Р3-0141_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,целый
КБ-2014-Р3-0147,cu_data/dataset/КБ-2014-Р3-0147_orig.jpg,КБ-2014-Р3,test,изразец,керамика,фрагмент
КБ-2014-Р3-0151,cu_data/dataset/КБ-2014-Р3-0151_orig.jpg,КБ-2014-Р3,test,крышка,керамика,фрагмент
КБ-2014-Р3-0157,cu_data/dataset/КБ-2014-Р3-0157_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,целый
КБ-2014-Р3-0158,cu_data/dataset/КБ-2014-Р3-0158_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0171,cu_data/dataset/КБ-2014-Р3-0171_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0252,cu_data/dataset/КБ-2014-Р3-0252_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0253,cu_data/dataset/КБ-2014-Р3-0253_orig.jpg,КБ-2014-Р3,test,изразец,керамика,целый
КБ-2014-Р3-0268,cu_data/dataset/КБ-2014-Р3-0268_orig.jpg,КБ-2014-Р3,test,крышка,керамика,фрагмент
КБ-2014-Р3-0299,cu_data/dataset/КБ-2014-Р3-0299_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0302,cu_data/dataset/КБ-2014-Р3-0302_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0342,cu_data/dataset/КБ-2014-Р3-0342_orig.jpg,КБ-2014-Р3,test,изразец,керамика,фрагмент
КБ-2014-Р3-0391,cu_data/dataset/КБ-2014-Р3-0391_orig.jpg,КБ-2014-Р3,test,крышка,керамика,фрагмент
КБ-2014-Р3-0394,cu_data/dataset/КБ-2014-Р3-0394_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0397,cu_data/dataset/КБ-2014-Р3-0397_orig.jpg,КБ-2014-Р3,test,изразец,керамика,фрагмент
КБ-2014-Р3-0399,cu_data/dataset/КБ-2014-Р3-0399_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0419,cu_data/dataset/КБ-2014-Р3-0419_orig.jpg,КБ-2014-Р3,test,крышка,__unknown__,целый
КБ-2014-Р3-0436,cu_data/dataset/КБ-2014-Р3-0436_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0442,cu_data/dataset/КБ-2014-Р3-0442_orig.jpg,КБ-2014-Р3,test,крышка,керамика,фрагмент
КБ-2014-Р3-0535,cu_data/dataset/КБ-2014-Р3-0535_orig.jpg,КБ-2014-Р3,test,тарелка,керамика,фрагмент
КБ-2014-Р3-0543,cu_data/dataset/КБ-2014-Р3-0543_orig.jpg,КБ-2014-Р3,test,крышка,керамика,фрагмент
КБ-2014-Р4-081,cu_data/dataset/КБ-2014-Р4-081_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-248,cu_data/dataset/КБ-2014-Р4-248_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-250,cu_data/dataset/КБ-2014-Р4-250_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-307,cu_data/dataset/КБ-2014-Р4-307_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-368,cu_data/dataset/КБ-2014-Р4-368_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-375,cu_data/dataset/КБ-2014-Р4-375_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-389,cu_data/dataset/КБ-2014-Р4-389_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-424,cu_data/dataset/КБ-2014-Р4-424_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,целый
КБ-2014-Р4-438,cu_data/dataset/КБ-2014-Р4-438_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-462,cu_data/dataset/КБ-2014-Р4-462_orig.jpg,КБ-2014-Р4,train,изразец,керамика,целый
КБ-2014-Р4-494,cu_data/dataset/КБ-2014-Р4-494_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-495,cu_data/dataset/КБ-2014-Р4-495_orig.jpg,КБ-2014-Р4,train,изразец,керамика,фрагмент
КБ-2014-Р4-508,cu_data/dataset/КБ-2014-Р4-508_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-517,cu_data/dataset/КБ-2014-Р4-517_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-551,cu_data/dataset/КБ-2014-Р4-551_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-571,cu_data/dataset/КБ-2014-Р4-571_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р4-581,cu_data/dataset/КБ-2014-Р4-581_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,целый
КБ-2014-Р4-583,cu_data/dataset/КБ-2014-Р4-583_orig.jpg,КБ-2014-Р4,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0032,cu_data/dataset/КБ-2014-Р5-0032_orig.jpg,КБ-2014-Р5,train,крышка,керамика,целый
КБ-2014-Р5-0035,cu_data/dataset/КБ-2014-Р5-0035_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0059,cu_data/dataset/КБ-2014-Р5-0059_orig.jpg,КБ-2014-Р5,train,крышка,стекло,целый
КБ-2014-Р5-0065,cu_data/dataset/КБ-2014-Р5-0065_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0066,cu_data/dataset/КБ-2014-Р5-0066_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0067,cu_data/dataset/КБ-2014-Р5-0067_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0068,cu_data/dataset/КБ-2014-Р5-0068_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0069,cu_data/dataset/КБ-2014-Р5-0069_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0070,cu_data/dataset/КБ-2014-Р5-0070_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0071,cu_data/dataset/КБ-2014-Р5-0071_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0072,cu_data/dataset/КБ-2014-Р5-0072_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0073,cu_data/dataset/КБ-2014-Р5-0073_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0074,cu_data/dataset/КБ-2014-Р5-0074_orig.jpg,КБ-2014-Р5,train,крышка,керамика,фрагмент
КБ-2014-Р5-0078,cu_data/dataset/КБ-2014-Р5-0078_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0079,cu_data/dataset/КБ-2014-Р5-0079_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0081,cu_data/dataset/КБ-2014-Р5-0081_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0082,cu_data/dataset/КБ-2014-Р5-0082_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0092,cu_data/dataset/КБ-2014-Р5-0092_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0093,cu_data/dataset/КБ-2014-Р5-0093_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0094,cu_data/dataset/КБ-2014-Р5-0094_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0097,cu_data/dataset/КБ-2014-Р5-0097_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0102,cu_data/dataset/КБ-2014-Р5-0102_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,целый
КБ-2014-Р5-0103,cu_data/dataset/КБ-2014-Р5-0103_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,целый
КБ-2014-Р5-0105,cu_data/dataset/КБ-2014-Р5-0105_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0106,cu_data/dataset/КБ-2014-Р5-0106_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0107,cu_data/dataset/КБ-2014-Р5-0107_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0108,cu_data/dataset/КБ-2014-Р5-0108_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0111,cu_data/dataset/КБ-2014-Р5-0111_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0118,cu_data/dataset/КБ-2014-Р5-0118_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0120,cu_data/dataset/КБ-2014-Р5-0120_orig.jpg,КБ-2014-Р5,train,крышка,керамика,фрагмент
КБ-2014-Р5-0134,cu_data/dataset/КБ-2014-Р5-0134_orig.jpg,КБ-2014-Р5,train,крышка,стекло,целый
КБ-2014-Р5-0229,cu_data/dataset/КБ-2014-Р5-0229_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0297,cu_data/dataset/КБ-2014-Р5-0297_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0303,cu_data/dataset/КБ-2014-Р5-0303_orig.jpg,КБ-2014-Р5,train,крышка,керамика,фрагмент
КБ-2014-Р5-0415,cu_data/dataset/КБ-2014-Р5-0415_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0421,cu_data/dataset/КБ-2014-Р5-0421_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0422,cu_data/dataset/КБ-2014-Р5-0422_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0430,cu_data/dataset/КБ-2014-Р5-0430_orig.jpg,КБ-2014-Р5,train,изразец,керамика,целый
КБ-2014-Р5-0477,cu_data/dataset/КБ-2014-Р5-0477_orig.jpg,КБ-2014-Р5,train,изразец,керамика,фрагмент
КБ-2014-Р5-0486,cu_data/dataset/КБ-2014-Р5-0486_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,фрагмент
КБ-2014-Р5-0491,cu_data/dataset/КБ-2014-Р5-0491_orig.jpg,КБ-2014-Р5,train,тарелка,керамика,целый
КБ-2014-Р6-018,cu_data/dataset/КБ-2014-Р6-018_orig.jpg,КБ-2014-Р6,train,крышка,керамика,целый
КБ-2014-Р6-036,cu_data/dataset/КБ-2014-Р6-036_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
КБ-2014-Р6-048,cu_data/dataset/КБ-2014-Р6-048_orig.jpg,КБ-2014-Р6,train,крышка,керамика,целый
КБ-2014-Р6-068,cu_data/dataset/КБ-2014-Р6-068_orig.jpg,КБ-2014-Р6,train,крышка,керамика,целый
КБ-2014-Р6-072,cu_data/dataset/КБ-2014-Р6-072_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
КБ-2014-Р6-088,cu_data/dataset/КБ-2014-Р6-088_orig.jpg,КБ-2014-Р6,train,крышка,керамика,целый
КБ-2014-Р6-091,cu_data/dataset/КБ-2014-Р6-091_orig.jpg,КБ-2014-Р6,train,крышка,керамика,фрагмент
КБ-2014-Р6-095,cu_data/dataset/КБ-2014-Р6-095_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
КБ-2014-Р6-096,cu_data/dataset/КБ-2014-Р6-096_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
КБ-2014-Р6-097,cu_data/dataset/КБ-2014-Р6-097_orig.jpg,КБ-2014-Р6,train,крышка,керамика,целый
КБ-2014-Р6-111,cu_data/dataset/КБ-2014-Р6-111_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
КБ-2014-Р6-122,cu_data/dataset/КБ-2014-Р6-122_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
КБ-2014-Р6-123,cu_data/dataset/КБ-2014-Р6-123_orig.jpg,КБ-2014-Р6,train,крышка,керамика,фрагмент
КБ-2014-Р6-137,cu_data/dataset/КБ-2014-Р6-137_orig.jpg,КБ-2014-Р6,train,крышка,керамика,целый
КБ-2014-Р6-183,cu_data/dataset/КБ-2014-Р6-183_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
КБ-2014-Р6-187,cu_data/dataset/КБ-2014-Р6-187_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
КБ-2014-Р6-193,cu_data/dataset/КБ-2014-Р6-193_orig.jpg,КБ-2014-Р6,train,крышка,керамика,фрагмент
КБ-2014-Р6-194,cu_data/dataset/КБ-2014-Р6-194_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
КБ-2014-Р6-199,cu_data/dataset/КБ-2014-Р6-199_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
КБ-2014-Р6-202,cu_data/dataset/КБ-2014-Р6-202_orig.jpg,КБ-2014-Р6,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш1-004,cu_data/dataset/ЛАО-2012-М102-Ш1-004_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш1-005,cu_data/dataset/ЛАО-2012-М102-Ш1-005_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш1-006,cu_data/dataset/ЛАО-2012-М102-Ш1-006_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш1-021,cu_data/dataset/ЛАО-2012-М102-Ш1-021_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш1-057,cu_data/dataset/ЛАО-2012-М102-Ш1-057_orig.jpg,ЛАО-2012-М102,train,изразец,керамика,фрагмент
ЛАО-2012-М102-Ш3-118,cu_data/dataset/ЛАО-2012-М102-Ш3-118_orig.jpg,ЛАО-2012-М102,train,изразец,керамика,фрагмент
ЛАО-2012-М102-Ш3-131,cu_data/dataset/ЛАО-2012-М102-Ш3-131_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш3-132,cu_data/dataset/ЛАО-2012-М102-Ш3-132_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш4-175,cu_data/dataset/ЛАО-2012-М102-Ш4-175_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш4-179,cu_data/dataset/ЛАО-2012-М102-Ш4-179_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш4-181,cu_data/dataset/ЛАО-2012-М102-Ш4-181_orig.jpg,ЛАО-2012-М102,train,изразец,керамика,фрагмент
ЛАО-2012-М102-Ш4-182,cu_data/dataset/ЛАО-2012-М102-Ш4-182_orig.jpg,ЛАО-2012-М102,train,изразец,керамика,фрагмент
ЛАО-2012-М102-Ш5-186,cu_data/dataset/ЛАО-2012-М102-Ш5-186_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-188,cu_data/dataset/ЛАО-2012-М102-Ш5-188_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-189,cu_data/dataset/ЛАО-2012-М102-Ш5-189_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-190,cu_data/dataset/ЛАО-2012-М102-Ш5-190_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-191,cu_data/dataset/ЛАО-2012-М102-Ш5-191_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-192,cu_data/dataset/ЛАО-2012-М102-Ш5-192_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-193,cu_data/dataset/ЛАО-2012-М102-Ш5-193_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-194,cu_data/dataset/ЛАО-2012-М102-Ш5-194_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-195,cu_data/dataset/ЛАО-2012-М102-Ш5-195_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-196,cu_data/dataset/ЛАО-2012-М102-Ш5-196_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-197,cu_data/dataset/ЛАО-2012-М102-Ш5-197_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
ЛАО-2012-М102-Ш5-203,cu_data/dataset/ЛАО-2012-М102-Ш5-203_orig.jpg,ЛАО-2012-М102,train,тарелка,керамика,фрагмент
Маяк-11-Ш1-06,cu_data/dataset/Маяк-11-Ш1-06_orig.jpg,Маяк-11-Ш1,test,крышка,керамика,фрагмент
Маяк-11-Ш1-07,cu_data/dataset/Маяк-11-Ш1-07_orig.jpg,Маяк-11-Ш1,test,крышка,керамика,целый
Маяк-11-Ш2-21,cu_data/dataset/Маяк-11-Ш2-21_orig.jpg,Маяк-11-Ш2,train,тарелка,керамика,фрагмент
Маяк-11-Ш2-37,cu_data/dataset/Маяк-11-Ш2-37_orig.jpg,Маяк-11-Ш2,train,изразец,керамика,фрагмент
Маяк-11-Ш3-68,cu_data/dataset/Маяк-11-Ш3-68_orig.jpg,Маяк-11-Ш3,train,тарелка,керамика,фрагмент
Маяк-11-Ш3-72,cu_data/dataset/Маяк-11-Ш3-72_orig.jpg,Маяк-11-Ш3,train,тарелка,керамика,фрагмент
Нц-106-19,cu_data/dataset/Нц-106-19_orig.jpg,Нц-106-19,train,изразец,керамика,фрагмент
Нц-23-0180,cu_data/dataset/Нц-23-0180_orig.jpg,Нц-23-0180,test,изразец,керамика,фрагмент
Нц-102-1519,cu_data/dataset/Нц-102-1519_orig.jpg,Нц-102-1519,train,изразец,камень,целый
Нц-102-1523,cu_data/dataset/Нц-102-1523_orig.jpg,Нц-102-1523,train,изразец,камень,фрагмент
Нц-102-1945,cu_data/dataset/Нц-102-1945_orig.jpg,Нц-102-1945,train,изразец,камень,целый
Нц-102-1976,cu_data/dataset/Нц-102-1976_orig.jpg,Нц-102-1976,test,изразец,камень,фрагмент
Нц-102-1977,cu_data/dataset/Нц-102-1977_orig.jpg,Нц-102-1977,train,изразец,камень,фрагмент
Нц-106-03,cu_data/dataset/Нц-106-03_orig.jpg,Нц-106-03,train,тарелка,керамика,фрагмент
Нц-106-11,cu_data/dataset/Нц-106-11_orig.jpg,Нц-106-11,train,тарелка,керамика,фрагмент
Нц-23-0261,cu_data/dataset/Нц-23-0261_orig.jpg,Нц-23-0261,train,изразец,керамика,фрагмент
Нц-23-0561,cu_data/dataset/Нц-23-0561_orig.jpg,Нц-23-0561,val,изразец,керамика,фрагмент
Нц-23-1058,cu_data/dataset/Нц-23-1058_orig.jpg,Нц-23-1058,train,тарелка,керамика,фрагмент
Нц-23-1080,cu_data/dataset/Нц-23-1080_orig.jpg,Нц-23-1080,train,изразец,керамика,фрагмент
Нц-23-1215,cu_data/dataset/Нц-23-1215_orig.jpg,Нц-23-1215,train,тарелка,керамика,фрагмент
Нц-23-1503,cu_data/dataset/Нц-23-1503_orig.jpg,Нц-23-1503,train,тарелка,керамика,фрагмент
Нц-23-1785,cu_data/dataset/Нц-23-1785_orig.jpg,Нц-23-1785,train,тарелка,керамика,фрагмент
Нц-23-1970,cu_data/dataset/Нц-23-1970_orig.jpg,Нц-23-1970,train,изразец,керамика,фрагмент
Нц-23-2064,cu_data/dataset/Нц-23-2064_orig.jpg,Нц-23-2064,val,изразец,керамика,фрагмент
Нц-23-2163,cu_data/dataset/Нц-23-2163_orig.jpg,Нц-23-2163,val,тарелка,керамика,фрагмент
Нц-23-2188,cu_data/dataset/Нц-23-2188_orig.jpg,Нц-23-2188,train,изразец,керамика,фрагмент
Нц-23-2266,cu_data/dataset/Нц-23-2266_orig.jpg,Нц-23-2266,val,тарелка,керамика,фрагмент
Нц-23-2271,cu_data/dataset/Нц-23-2271_orig.jpg,Нц-23-2271,train,тарелка,керамика,фрагмент
Нц-24-026,cu_data/dataset/Нц-24-026_orig.jpg,Нц-24-026,test,тарелка,стекло,фрагмент
Нц-24-129,cu_data/dataset/Нц-24-129_orig.jpg,Нц-24-129,train,тарелка,керамика,фрагмент
Нц-24-130,cu_data/dataset/Нц-24-130_orig.jpg,Нц-24-130,train,тарелка,керамика,фрагмент
Нц-24-190,cu_data/dataset/Нц-24-190_orig.jpg,Нц-24-190,train,тарелка,керамика,фрагмент
Нц-25-0068,cu_data/dataset/Нц-25-0068_orig.jpg,Нц-25-0068,val,изразец,керамика,фрагмент
Нц-25-0093,cu_data/dataset/Нц-25-0093_orig.jpg,Нц-25-0093,train,изразец,керамика,целый
Нц-25-0417,cu_data/dataset/Нц-25-0417_orig.jpg,Нц-25-0417,train,изразец,керамика,фрагмент
Нц-25-0652,cu_data/dataset/Нц-25-0652_orig.jpg,Нц-25-0652,train,изразец,керамика,фрагмент
Нц-25-0730,cu_data/dataset/Нц-25-0730_orig.jpg,Нц-25-0730,train,изразец,керамика,фрагмент
Нц-25-0759,cu_data/dataset/Нц-25-0759_orig.jpg,Нц-25-0759,train,изразец,керамика,фрагмент
Нц-25-1004,cu_data/dataset/Нц-25-1004_orig.jpg,Нц-25-1004,test,изразец,керамика,фрагмент
